index,place,price,time,about_trip,emi
1122,united arab emirates,"62,990","
                            4 NIGHTS
                        ","
	After delicious breakfast, board your coach for a wonderful sightseeing tour of Dubai. You will get to witness iconic attractions of the city and some of the world's most stunning architectural marvels. After the tour, you will return to the hotel and relax.
	Post your sumptuous breakfast, spend the first half of the day at shopping or relaxing in your rooms. Later in the noon, gear up for an exciting desert safari on the shimmering sands of Dubai.
	
		
			Post Breakfast will take you to an indoor ski resort with 22,500 square meters of indoor ski area. The park maintains a temperature of -1 degree to 2 degrees Celsius throughout the year. It is a part of the Mall of the Emirates, one of the largest shopping malls in the world, located in Dubai, United Arab Emirates.
	Your trip to Dubai ends with a lavish breakfast on this day. Check out from the hotel and take transfer to the airport for your return travel."," 3,871
                            "
1123,salzburg,"63,190","
                            7 NIGHTS
                        ","
	• Your Vienna holiday will begin with your arrival in the beautiful city
	• Head to your hotel and check-in
	• After relaxing for a while, go out to explore the City of Music on your own. Visit its contemporary museums, try out some tasty dishes or simply stroll through its lively streets 
	• Have a peaceful overnight stay in Vienna 
	• Savour a tempting breakfast at the hotel
	• Enjoy a morning tour of the city which will show you all of the major sights. 
	The highlight of the tour is a guided tour through the magnificent palace of Schonnbrun and Ringstrasse. You will check out the grand rooms of the palace and get some insight into the lives of Austria’s famous family
	• The afternoon and evening can be spent at leisure - shopping in the heart of the city, visiting museum or simply strolling through the beautiful streets.   
	• In the evening you may like to visit a popular concert with music by Strauss and Mozart at an extra cost 
	• Have a relaxing overnight stay in Vienna
	• Breakfast at the hotel
	• Take the train from Vienna to Salzburg
	• In the afternoon arrive in Salzburg, birthplace and city of Mozart, Austria’s most famous composer. 
	• Evening free at leisure to explore the city on own
	• Overnight in Salzburg 
	• Breakfast at the hotel 
	• See all the important sights of Salzburg on a round trip. 
	• In  comfortable  coaches  you  can  enjoy  an  informative  city commentary in 9 languages. With 12 convenient stops, your Hop on Hop Off tour will inform you about the major ""Sound of Music"" movie locations or the true story of the Von Trapp Family. 
	• Rest of the day free at leisure
	• Overnight in Salzburg.
	• Breakfast at the hotel 
	The small Tyrolean capital is set against a magnificent mountain backdrop and was twice home to the Winter Olympic Games. Stroll through the charming historic heart of the city and admire the sights, including the famous “Little Golden Roof”
	• Rest of the evening free at leisure to soak yourself in the beautiful city of Innsbruck 
	• Overnight in Innsbruck
	• Breakfast at the hotel
	• Today visit Swarovski’s spectacular “Crystal World”. 
	• Learn more  about  this  very  special  Austrian  cut  glass  and admire the many sparkling products
	• Evening free at leisure 
	• Overnight in Innsbruck
	• Eat up a mouth-watering breakfast at the hotel
	• Travel from Innsbruck to Vienna 
	As your Austria holiday will continue, go on a Vienna Woods Tour (at an extra cost) and discover its southern part. On this trip, you will see the Roman spa town, Baden, Helen’s Valley, the Mayerling Hunting Lodge, the Cistercian Abbey Heiligenkreuz (monastery) and the Seegrotte in Hinterbrühl, an underground cave system with a large grotto
	• Have a cozy overnight stay in Vienna
	• Breakfast at the hotel
	• Transfer to Vienna Airport for your departure flight home."," 3,883
                            "
1124,reunion island,"98,990","
                            6 NIGHTS
                        ","
	
		
			Right in the heart of the Indian Ocean, 800 km east of Madagascar, Réunion Island, together with Mauritius and Rodrigues, forms the Archipelago of Mascareignes. It is like a mountain resting on the surface of the Indian Ocean, just like the Piton des Neiges, rising to 3,069 meters. An active volcano, the famous Piton de la Fournaise wakes up periodically, and you can admire the magnificence of the lava flow in total safety. upon arrival spend your day at leisure. overnight stay at hotel
	
		After breakfast,spend your day at leisure.Overnight stay at hotel.
	
		
			After breakfast proceed to Volcano & Saint pierre- The volcano is still very active, and is a must-visit spot for discovering this extraordinary force of nature.This volcano is the star of Reunion Island. Among all the touristic sites, the Piton de la Fournaise is the most visited on the island. The Cité du Volcan at the Plaine des Cafres has been revealing the secrets of the 2,631m giant since August 2014. The volcano’s silhouette is always to be seen, even when angry white and black clouds ring its head. The Piton de la Fournaise erupts around once every nine months, making it one of the most active volcanoes in the world. This colossus is around 500,000 years old, and has been classified as a World Heritage Site by UNESCO for its exceptional universal value. It shares this title with the other reunionese volcano, the Piton des Neiges, as well as the natural cirques (valley-heads) and slopes on the island. They all belong to the Reunion Island National Park, an extraordinary natural reserve whose amazing biodiversity is protected and studied. 
			 
	
		After a leisurely breakfast enjoy resort activities. Overnight stay at hotel.
	
		Today, after a hearty breakfast we will provide you a 1 private car with an english-speaking driver for 8hours to discover the Salazie and east coast of the island.
	
		
			After breakfast, Spend your day at leisure overnight stay at hotel.
	
		This day marks the end of a fabulous vacation to Mauritius. Rise to a charming morning and indulge in a mouth-watering breakfast at your hotel , check out from your hotel (check-out time is 1200 hours) before you head to the airport for your flight back home."," 6,083
                            "
1125,united arab emirates,"66,990","
                            4 NIGHTS
                        ","
	After delicious breakfast, board your coach for a wonderful sightseeing tour of Dubai. You will get to witness iconic attractions of the city and some of the world's most stunning architectural marvels. After the tour, you will return to the hotel and relax.
	Post your sumptuous breakfast, spend the first half of the day at shopping or relaxing in your rooms. Later in the noon, gear up for an exciting desert safari on the shimmering sands of Dubai.
	
		
			Post your breakfast, Get acquainted with Abu Dhabi and Ferrari World on this full-day tour from Dubai. Traveling by air-conditioned coach, admire desert landscapes and coastal islands on route to the United Arab Emirates’ glittering capital. Take a guided tour around the highlights, visit the Sheikh Zayed Grand Mosque, and uncover the city’s Bedouin heritage at the Abu Dhabi Heritage Village.
	Your trip to Dubai ends with a lavish breakfast on this day. Check out from the hotel and take transfer to the airport for your return travel.
	"," 4,116
                            "
1126,united arab emirates,"54,990","
                            4 NIGHTS
                        ","
	
	After breakfast proceed to Sharjah Shooting Club. Afternoon proceed to Kalba Birds of Pray Center. "," 3,379
                            "
1127,london,"58,280","
                            5 NIGHTS
                        ","
	• Once you reach London, your amazing holiday will begin. Our driver will meet you in the arrivals hall and then take you to your hotel
	• Check-in and the remainder of the day is yours to spend at your leisure
	• Have a cosy overnight stay at the hotel 
	• Indulge into a delectable breakfast at your hotel 
	• Today on this package, head to visit the famous Madame Tussauds Wax Museum with a 4D show. Later, travel to London Eye to see the panoramic views of the city 
	• Have a snug overnight stay at the hotel 
	• Get a kick out of a tasty breakfast at the hotel and check-out 
	• You will then make a move towards the London station for your onwards journey to Edinburgh
	• Upon reaching Edinburgh, meet your driver and head to your hotel
	• The remainder of the day is yours to spend at your leisure
	• Have a pleasant overnight stay at your hotel 
	• Savour a lavish breakfast at the hotel
	• Get ready to explore the capital of Scotland with the popular Edinburgh Hop-on Hop-off Bus Tour. This will include visits to the Old Town, the Georgian New Town, the Grassmarket where you can listen to the stories about the hangings that took place here, Castle Rock, Edinburgh Castle to get panoramic views of the city, Palace of Holyroodhouse and the Royal Mile 
	• Have a peaceful night’s sleep at the hotel
	• On the last day of your holiday, have a yummy breakfast at the hotel
	• Check-out and then move to the airport for your final departure"," 3,581
                            "
1128,niagara falls,"1,40,990","
                            7 NIGHTS
                        ","
	
		On arrival, transfer from Toronto International Airport to Niagara hotel. Later check-in at the hotel and evening is at leisure. Don’t miss the beauty of illuminated Niagara Falls by night, featuring a rainbow of coloured lights on the falls. Overnight in Niagara Falls hotel.
	After breakfast, check-out and keep luggage in the lobby. Then proceed to the Table Rock Center to avail your Niagara Falls Adventure Pass. Experience the Hornblower Cruise - 30 minutes’ cruise taking you close to the breath-taking mists of Niagara Falls, Journey Behind the Falls - an engraved cave behind the Niagara Falls, which opens up to the mighty Horseshoe Falls, Niagara's Fury – a 4D show featuring the moving platform beneath your feet, while you are surrounded by stunning visuals, White Water Walk – a boardwalk at the very edge of the world's wildest Whitewater! Later, transfer to Toronto. Overnight in Toronto hotel.
	After breakfast, discover what lies behind Toronto’s famous skyline on a comprehensive City Tour. Experience the sights and sounds of this cosmopolitan city, highlights include Eaton Center, City Halls, Casa Loma, Yorkville and the University of Toronto. Pass by the Rogers Centre, the CN Tower and drive along the Harbour-front for a complete impression of the city. Later afternoon, free time to explore optional activities like Harbour Cruise, Ripley’s Aquarium and much more. Overnight in Toronto hotel.
	After breakfast, check-out and proceed to Toronto Union Station (own arrangements) to board VIA Rail to Ottawa. Pass through quaint little towns along Lake Ontario, the historic city of Kingston and the Thousand Islands region. On arrival proceed to hotel (own arrangements).  Rest of the day is at leisure, to explore the charm of Canada’s Capital City. Overnight in Ottawa hotel.
	After breakfast check-out and keep luggage in the lobby, further proceed on Tour of Ottawa (Step-on Step-off). A cosmopolitan city with Victorian architecture and renowned museums, with noted collections from various artists. See parliament buildings, embassies, universities, museums, Canadian Mint, the National Gallery of Canada, Canadian Museum of History, the residence of the Prime Minister and the National Arts Centre. Drive through scenic gardens, parklands and along the Rideau Canal, one of Ottawa's picturesque waterways. Afternoon proceed to Ottawa station (own arrangements) to board VIA Rail to Montreal. On arrival proceed to hotel (own arrangements). Later, explore Montreal’s vibrant and dynamic culture. Overnight in Montreal hotel.
	 
	After breakfast, proceed on Sightseeing Tour of Montreal. Highlights includes, a photo-stop at the beautiful Notre Dame (entrance not included) - a Basilica renowned for its finest Gothic Revival architecture with extra-ordinary rich interior decoration, the residential and financial districts, historic Old Montreal, an outside view of the Olympic Complex, St. Joseph Oratory (photo-stop), a view of the campus of McGill University and a panoramic view from an observation point on top of Mont Royal. Later afternoon, free time to explore optional activities like Biodome, St. Lawrence River Jet Boating and much more. Overnight in Montreal hotel.
	 
	After breakfast, proceed on a Full-Day Visit to Quebec City, the provincial capital and discover the historical treasures and wonderful exuberant atmosphere. A professional guide will take you on a 45-minute walking tour through Place Royale, the birthplace of French civilization in North America. Tour highlights include the Upper and Lower Towns, the Parliament Buildings, the Plains of Abraham, the Citadel, Chateau Frontenac, Place d’Armes, Quebec National Assembly, the Notre Dame Basilica and a visit to Montmorency Falls. You can admire the falls view from the cable car, suspended bridge or stairs climbing up the side of the cliff (at an additional cost). Overnight in Montreal hotel.
	 
	After breakfast check-out and keep luggage in the lobby. Rest of the morning is at leisure. Later, transfer to Montreal Airport to connect flight to onward destination.
	 "," 8,664
                            "
1129,penang,"76,999","
                            7 NIGHTS
                        ","
	Check in Cruise Terminal at 01:00 P.M. 
	 
	 
	Arrive Portklang you can take excursion with Cruise or own to Kualalumpur City or enjoy the onboard activities.
	 "," 4,731
                            "
1130,penang,"35,499","
                            3 NIGHTS
                        ","
	
		Welcome to Singapore Marina bay cruise port.Check in start form 1.00 pm .Dinner and over night stay in cruise .
	
		
			
				
					Enjoy the penang shore excursion or onboard cruise activities .
	
		Arrival in morning Phuket.Enjoy the beautiful beaches of Phuket and local market or onboard activities in cruise.
	
		Disembark cruise at 18;00 hrs noon.Take your own transfet to hotel/Airport."," 2,181
                            "
1131,penang,"68,999","
                            6 NIGHTS
                        ","
	Check in Cruise Terminal at 01:00 P.M. 
	 
	 
	Arrive Portklang you can take excursion with Cruise or own to Kualalumpur City or enjoy the onboard activities.
	 "," 4,240
                            "
1132,london,"56,990","
                            7 NIGHTS
                        ","
	
	 
	
	After a lovely breakfast at the hotel, prepare for the next leg of your Europe tour 
	Check-out from your hotel and get picked up for transfer to the station for your train to Edinburgh (Train prices not included, available on request)
	Arrive in Edinburgh - capital city of Scotland. Recognised as the UNESCO City of Literature, Edinburgh has a stronghold in several other creative fields. The active arts scene and colourful festivals further add to its glory, which is hugely credited to its history and architectural heritage.
	Check-in at your hotel and relax today. Your day will be free to explore the city on your own
	Rejuvenate yourself with an overnight stay at the hotel.
	 
	 
	 
	 
	 "," 3,502
                            "
1133,london,"41,990","
                            3 NIGHTS
                        ","
	
		
			• Arrive in London
			• Once you arrive at the airport (LHR), get transferred to your hotel
			• Welcome to London, a charming city with a royal heritage, incredible wealth of history, culture and exciting attractions. Spend the day relaxing and taking in the breath-taking sights the city has to offer
			• Overnight stay at the hotel
	
		
			
				• Wake up and grab a delicious breakfast at the hotel
				• Head out for your London Hop On Hop Off Tour with Skip the line entrance to London Eye and Madame Tussaud’s. Soar above London and enjoy unobstructed views as far as 25 miles from the London Eye! Standing at an impressive 443 feet, the London Eye has appeared in numerous films and is visited by over 3.5 million people per year. 
				• Get the opportunity to rub shoulders with the great and famous at Madame Tussauds London. Have an audience with Her Majesty the Queen, meet world leaders like Barack Obama, sports stars like David Beckham, A-listers like Cameron Diaz and performers like Kylie Minogue. All this is possible at London’s legendary waxworks museum.
				• Overnight stay at Hotel
	
		
			
				• Enjoy a lip-smacking breakfast at the hotel
				• Evening free at leisure to explore the city on your own. London is a happening global city with the state-of-the-art infrastructure. History buffs can enjoy watching age-old structures like the Tower of London, that brims with art and history and Big Ben, a 16-storeyed Gothic clock tower that is a national symbol. Visit Warner Bros. Studio, a must-see for Harry Potter fans. 
				• Art lovers must visit the theaters showcasing best of artistic excellence or delve into history at the British Museum, Imperial War Museum and Victoria & Albert Museum. 
				• For those interested in shopping, Some best-known street markets include Camden Market and Borough Market. If you love antiques, visit the famed Alfies Antique Market, Old Spitalfields Market, Brick Lane Market and Bermondsey Square Antiques Market. Shop for vintage items, second-hand items or the most modern outfits at Greenwich Market, Boxpark Mall, Brunswick, Kingly Court, Duke of York Square, Carnaby Street, Westfield, Oxford Street, Bond Street and Mayfair.
				• Overnight stay at hotel
	• All great holidays must end. Relish a yummy breakfast at the hotel and pack your bags and memories
	• Check-out from the hotel and get transferred to the airport (LHR)."," 2,580
                            "
1134,mykonos,"1,46,990","
                            7 NIGHTS
                        ","
	Meet and assist at International Athens Airport and transfer to your hotel.  
	 
	Overnight at your hotel.
	 
	 
	Breakfast at hotel 
	 
	Return to your hotel 
	 
	Overnight at your hotel.
	""
	 
	Today after breakfast, you will check out from your hotel in Athens and transferred to Piraeus port for your ferry embarkation to Mykonos Island. Mykonos sits amidst the Aegean Sea like a unique Jewell handcrafted by time, the Greek sun and an anonymous local craftsman. All that can be said or written about Mykonos would be just too little. For centuries Mykonos existed under the shade of the religious centre of Delos and it had to wait until the 20th century to reach its international status and win a place on the world tourist map. 
	Mykonos,  famously called 'the island of the winds' due to the constant wind that blows, is the most popular and cosmopolitan island of the Cyclades and considered as one the most famous islands of the world. The sunlight of Mykonos from its first sunshine of dawn all the way to its last of the sunset is astonishing and supplements an atmosphere of images that seem to have sprung out of a painting. Arrival in Mykonos and transferred at your hotel. Rest of the day is free in order to explore the island. 
	 
	Overnight at your hotel.
	 
	 
	 
	 
	Today, after breakfast the day will be free in order explore the island. Among the cobbled streets, next to the churches, behind the freshly painted shutters, through the delivery of island living, the heavenly beaches and the liveliness of the night, Mykonos still keeps its secrets: The happiest different moments for everyone, here, on  the most famous island in the world, each one of us makes each moment UNIQUE. Mykonos retains full beauty through the passage of time, and is and always will be a perfect host to visitors, offering unlimited vacation and great expectations. 
	 
	Overnight at your hotel.
	 
	 
	Today, after breakfast you will be picked up from your hotel and transferred at Mykonos port for your ferry embarkation to Santorini Island. A thousand sunsets, a thousand memories, a thousand heartbeats, colours of blue red & gold streaking the sky ... this is Santorini island ... Poets have written about it, artists attempt to capture its beauty. Nothing can quite describe ... the unsurpassed magic of Santorini. This tiny Greek island in the Aegean sea, rich in history & steeped in myth, is situated on the southern east tip of the Cyclades Cluster. Once famous for its seafaring captains & thriving trade from Russia towards England, France & Italy, & even further back in time the biblical volcanic catastrophe of 1500 BC, today Santorini is one of the most popular holiday destinations worldwide. Arrival in Santorini and transferred at your hotel. Rest of the day is yours to spend in order to explore the island and admire the breathtaking view. 
	 
	Overnight at your hotel.
	 
	 
	 
	Today, after breakfast you will be picked up for a cruise at the caldera and its hot springs. During this tour, you will have the unique chance to visit the active volcano of Santorini, walk on dried lava up to its peak, feel the heat underneath your feet and see the steam of sulphuric gases emerging from the earth bowels. Next, you will sail to the thermal springs where you can dive or step down into the blue waters in order to swim towards the springs (35-36 C). Last you will visit the traditional sister island of Santorini, Thirassia, where you can either swim,  go up to the village or simply relax and have something to eat. Return at your hotel.
	 
	Overnight at your hotel.
	 
	Today, after breakfast you will be transferred to the port to catch the ferry for your embarkation to Athens 
	Arrival Athens port – pick up and transfer to your hotel 
	 
	Overnight at your hotel
	 
	 
	Breakfast at the hotel – pick up for the departure transfer 
	 "," 9,032
                            "
1135,mykonos,"88,990","
                            8 NIGHTS
                        ","
	
		
			
				
					Arrival Athens airport – meet and assist and transfer to the hotel
					Overnight in Athens
					 
	Breakfast at the hotel
	Pick up for city tour of Athens includes visit to the Acropolis and its museum
	And the new Acropolis Museum
	Overnight in Athens
	
		Breakfast at the hotel 
		Pick up for transfer to the port to catch the ferry to Mykonos – arrival and transfer to the hotel – overnight in Mykonos 
	Breakfast at the hotel 
	Explore the cosmopolitan atmosphere, the exciting nightlife, the picturesque Cycladic architecture and the magnificent beaches and walk along the narrow streets of Chora, see the sunset from Little Venice – or join optional Delos tour 
	Breakfast at the hotel
	Pick up for transfer to the port to catch the ferry to Santorini – arrival and transfer
	to the hotel -  Overnight in Santorini
	 
	Breakfast at the hotel
	enjoy the unforgettable view in the most romantic island in the world
	Overnight in Santorini
	 
	Breakfast at the hotel
	pick up for transfer to the port to catch the ferry  to Heraklion /Crete  – arrival and
	transfer to the hotel – overnight in Crete
	 
	Breakfast at the hotel
	Day at leisure  to explore the Island (Heraklion, Chania, Agios Nikolaos, Rehymono,
	Hersonissos and Elounda)
	Enjoy the shopping and the night life
	Overnight in Crete
	 
	Breakfast at the hotel
	Pick up for transfer to the airport to catch the flight to Athens
	 "," 5,468
                            "
1136,montreux,"6,49,900","
                            11 NIGHTS
                        ","
	
		
			Welcome to Zurich. Individual travel to Zurich. Zurich is the “
			attractions like 
			 
	
		
			After Breakfast, check out from Zurich hotel and drive to Lucerne. Check in to Lucerne hotel. Explore lucerne city with a magnificent 90 mins boat cruise to Alpnachastad from Lucerne, the leafy pedestrian walkways are wide and ideal for a walking tour. Visit the Chapel Bridge, the Water Tower, the Lion Monument and museums like the Swiss Transport Museum, the Art Museum and the Bourbaki Panorama. The sight of the beautiful lake Lucerne, surrounded by the mountain peaks of Titlis and Rigi, is a refreshing one. Overnight in Lucerne
			 
	Continental breakfast at hotel. Get ready for an excursion to Mt. Titlis. From Lucerne take a train to Engelberg. Your round trip ticket takes you from Engelberg to Mount Titlis by cable-car. At 3020 m / 10,000 ft. the glacier paradise with the world famous ROTAIR - provides a 360 degree panoramic view of the snow covered valleys, glaciers, the Black Forestregion, lakes & mountains. Experience the snow and ice on top of Mount Titlis. Try the chair lift Ice Flyer (weather permitting). Evening at leisure. Overnight in Lucerne.
	 
	
		
			Continental breakfast at hotel, check out from Lucerne Hotel. Drive to Chur and Explore Chur city and Chur is the ideal spot from which to set off on walks and visits to vineyards in the ‘Bündner Herrschaft’ wine making region. Overnight in Chur.
			 
	Continental breakfast at hotel, check out from Chur Hotel. Drive to Davos, On your way to Davos you will be having all fascinating scenic villages like Igis, Jenaz, Schiers, fideris etc and vulnerable attractions. Overnight in Davos.
	 
	Continental breakfast at hotel, check out from Davos Hotel. On your way to St. Moritz in the south of Switzerland you have several opportunities to experience the Grand Tour attractions. Relax for example on a train ride on the most beautiful Alpine train, the Bernina Express from Davos to Tirano. Later on move on to Lugano by bus or car, drive from Tirano to Lugano. Bernina Express is a combination of Train and Bus ride from Davos - Tirano - lugano. Overnight in Lugano.
	 
	Lugano for Zermatt, one visit that’s a must is Monte Brè. On your way lies Ascona. The city is famous for its mild climate, its Old Town and a lake promenade which is dot-ted with street cafés. Continue your journey and arrive in the region Valais. Here lies the Aletsch Glacier – the biggest glacier in the Alps. Continue moving down to Täsch which is your last stop by car before you continue by train on to Zermatt. Overnight in Zermatt.
	 
	A morning trip up the exhilarating open-air Gornergrat railway is not to be missed, for unrivalled views over the 4000 m peaks surrounding Zermatt. The Gornergrat train takes you from Zermatt to the top of the 3’089m (11’333 ft) Gornergrat. Enjoy the breathtaking view over the most famous peak in Switzerland – the Matterhorn. Evening at leisure. Overnight in Zermatt.
	 
	After making your way back down to Täsch to collect your car, your route begins with a stunning drive up through the Grand Tour attractions. Explore all scenic routes via Talstrasse, Sion, Sierre in between of Zermatt and Montreux. Leisure time and Overnight in Montreux.
	Have a great leisure day in Montreux and visit Château de Chillon or Rochers-de-Naye. Explore Montreux city vevey as well where you will explore chocolate factory, cheese factory, and Nestle head quarter etc. Overnight in Montreux.
	 
	Continental breakfast at the hotel. Check out and drive from Montreux to Geneva by exploring the Grand Tour attractions. Montreux’s local mountain Rochers-de-Naye at 2042 m offers spectacular views over Lake Geneva and the Alps. Visit to the Patek watch museum and more attractions. Overnight in Geneva.
	 
	After Continental breakfast, check out from Geneva Hotel and explore Geneva city. Driver will drop you at airport for departure flight. End of services
	 "," 39,935
                            "
1137,mykonos,"77,990","
                            8 NIGHTS
                        ","
	
		
			Meet and assist at International Athens Airport and transfer to your hotel. 
			Accommodation in Athens. 
			Overnight at your hotel.
	
		
			Breakfast at hotel
			Half Day city tour with Acropolis coach tour  
			In the morning you will be picked up from your hotel and start the half-day tour to Athens. This tour gives you an opportunity to observe the striking contrasts that make Athens such a fascinating city. Our expert guides will take you to see the Panathenaic Stadium where the first Olympic Games of modern times were held in 1896 (short stop). Continue and pass by the Presidential residence (ex Royal Palace) guarded by the Euzones in their colorful uniform, the Temple of Olympian Zeus, the Hadrian’s Arch, the Parliament and the memorial to the Unknown Soldier, the Academy, the University, the National Library, the Constitution Square (Syntagma). On the Acropolis visit the Architectural Masterpieces of the Golden Age of Athens:  The Propylaea, the Temple of Athena Nike, the Erechtheion, the Parthenon and finally “the harmony between material and spirit”, the monument that “puts order in the mind”, the New Acropolis Museum. 
			Return back to the hotel
			Free evening
			Overnight at your hotel.
			 
	Today after breakfast, you will check out from your hotel in Athens and transferred to Piraeus port for your ferry embarkation to Mykonos Island. Mykonos sits amidst the Aegean Sea like a unique Jewell handcrafted by time, the Greek sun and an anonymous local craftsman. All that can be said or written about Mykonos would be just too little. For centuries Mykonos existed under the shade of the religious centre of Delos and it had to wait until the 20th century to reach its international status and win a place on the world tourist map. 
	Mykonos,  famously called 'the island of the winds' due to the constant wind that blows, is the most popular and cosmopolitan island of the Cyclades and considered as one the most famous islands of the world. The sunlight of Mykonos from its first sunshine of dawn all the way to its last of the sunset is astonishing and supplements an atmosphere of images that seem to have sprung out of a painting. Arrival in Mykonos and transferred at your hotel. Rest of the day is free in order to explore the island. 
	Overnight at your hotel.
	
		
			Today, after breakfast the day will be free in order explore the island. Among the cobbled streets, next to the churches, behind the freshly painted shutters, through the delivery of island living, the heavenly beaches and the liveliness of the night, Mykonos still keeps its secrets: The happiest different moments for everyone, here, on  the most famous island in the world, each one of us makes each moment UNIQUE. Mykonos retains full beauty through the passage of time, and is and always will be a perfect host to visitors, offering unlimited vacation and great expectations. 
			Overnight at your hotel.
			 
	
		
			
				Today, after breakfast you will be picked up from your hotel and transferred at Mykonos port for your ferry embarkation to Santorini Island. A thousand sunsets, a thousand memories, a thousand heartbeats, colours of blue red & gold streaking the sky ... this is Santorini island ... Poets have written about it, artists attempt to capture its beauty. Nothing can quite describe ... the unsurpassed magic of Santorini. This tiny Greek island in the Aegean sea, rich in history & steeped in myth, is situated on the southern east tip of the Cyclades Cluster. Once famous for its seafaring captains & thriving trade from Russia towards England, France & Italy, & even further back in time the biblical volcanic catastrophe of 1500 BC, today Santorini is one of the most popular holiday destinations worldwide. Arrival in Santorini and transferred at your hotel. Rest of the day is yours to spend in order to explore the island and admire the breathtaking view
				Overnight at your hotel.
	
		
			
				
					Today, after breakfast you will be picked up for a cruise at the caldera and its hot springs. During this tour, you will have the unique chance to visit the active volcano of Santorini, walk on dried lava up to its peak, feel the heat underneath your feet and see the steam of sulphuric gases emerging from the earth bowels. Next, you will sail to the thermal springs where you can dive or step down into the blue waters in order to swim towards the springs (35-36 C). Last you will visit the traditional sister island of Santorini, Thirassia, where you can either swim,  go up to the village or simply relax and have something to eat. Return at your hotel.  
					Overnight at your hotel.
					 
					 
	Today, after breakfast you will be transferred to Heraklion airport for your departure flight via Athens
	 "," 4,792
                            "
1138,mykonos,"76,990","
                            8 NIGHTS
                        ","
	
		WELCOME TO GREECE! On arrival in Athens, you will be met and transferred by our local representative to your hotel. Check into your hotel by 1500hrs. The rest of the day is free at leisure. Tonight enjoy Athens by Night tour (Operational only on Tue/Wed/Thu/Sat). Enjoy a illuminated orientation city tour of Athens, next visit to the Plaka area, conclude the tour with dinner in a typical Greek Tavern with bouzouki music and Greek Folk Dances. Overnight stay in Athens.
	
		This morning enjoy Athens City Tour. Visit Panathinaiko Stadium which was the cradle of the first Olympic Games in 1896. Pass by the Prime’s Ministers residence, Ex Royal Palace, Zappion (Conference and Exhibition Hall), National Garden, Hadrian’s Arc, St. Paul’s Church, Parliament, Tomb of the Unknown soldier, Schlieman’s House (Numismatic Museum), Catholic Cathedral, University, National Library, Old Parliament, Constitution Square, Russian Orthodox Church and then visit the Acropolis, the crowning beauty and glory of Ancient Athens, with its many monuments atop its rocky base, conclude the tour with the visit to the new ACROPOLIS museum. Overnight stay in Athens.
		 
	
		This morning you will have an early transfer to the port of Piraeus, to embark the normal ferry to Mykonos. Upon arrival at Mykonos you will be greeted and transferred to your hotel. Afternoon at leisure. Overnight stay in MYKONOS. 
	
		The day is at leisure. Enjoy all Mykonos has to offer, from beautiful sandy beaches to archaeological wonders to the extravagant nightlife! Kick back and relax by the beach, immerse yourself in the island’s rich history or dance the night away, Mykonos has it all! Overnight stay in Mykonos.
	
		This morning you will be transferred to ferry point to embark the ferry to Paros. Perched on the slopes a hill, overlooking the vast Aegean sea and the opposite Galatas, Paros Town is the center of the island’s activity. What’s more, in the picturesque Paros Town, you’ll find a great selection of Paros hotels, shops, cafes, restaurants, and taverns! Upon arrival you will be greeted and transferred to your hotel. Overnight stay in PAROS.
	
		The day at your leisure to explore Paros. Apart from a picturesque town, Paros also has fantastic beaches with lush greenery and blue-green waters. Love Bay and Askeli are the two most important beaches on the island, lthough there are many other nice green coves for a swim. Overnight stay in PAROS.
	
		This morning you will be transferred to ferry point for high-speed ferry to Santorini. Santorini is regarded by many as the most spectacular Greek island, Santorini boasts ancient rock formations, raw lava-layered cliffs, and beautiful black sand beaches. Upon arrival at Santorini you will be greeted and transferred to your hotel.  The rest of the day is free. Admire the town of Fira’s whitewashed houses, Narrow streets, and open-air cafes that cling to a steep cliff accessible by cable car or Donkey. Overnight stay in SANTORINI. 
	
		The morning is free. Later in the afternoon enjoy Volcano hotsprings and Oia sunset tour. Enjoy an unforgettable experience as you climb the volcano and swim in the lovely hot springs! Sailing with traditional wooden boat to the volcano, as you climb the volcano and explore dramatic rocky scenery. You have time to swim in the lovely hot springs! Enjoy free time for lunch. Later visit  Oia - climb up 200 steps to reach the top to enjoy the most beautiful sunset. Return from Oia by bus after sunset. Overnight stay in Santorini.
	
		Check out of the hotel latest by 12 noon. According to the departure time of your flight, we will transfer you to the airport for your return or onward flight back home. END OF SERVICES."," 4,731
                            "
